date,day_of_week,month,quarter,week_of_year,hour_of_day,is_weekend,is_holiday,season,days_since_start,num_items,total_amount,avg_item_price,max_item_price,discount_pct,coupon_applied,promo_code,loyalty_points_used,loyalty_points_earned,tax_amount,net_amount,payment_method,transaction_type,receipt_issued,customer_type,customer_age_group,customer_gender,customer_tenure_days,purchase_frequency_pm,avg_basket_size_hist,customer_lifetime_value,distance_from_shop_km,referral_source,customer_segment,primary_category,num_categories_purchased,food_items_count,clothing_items_count,electronics_items_count,stationery_items_count,home_items_count,beauty_items_count,toys_items_count,perishable_pct,branded_items_pct,private_label_pct,high_margin_items_count,low_margin_items_count,items_on_promotion,staff_on_duty,cashier_experience_yrs,queue_length_at_entry,time_in_store_minutes,checkout_time_seconds,stock_replenished_today,store_footfall_today,promoter_present,weather_condition,temperature_celsius,local_event_nearby,competitor_sale_ongoing,payday_week,festival_period,school_term_active,transport_disruption,nearby_construction,social_media_promo_active,daily_revenue_so_far,daily_txn_count_so_far,daily_target_progress_pct,shop_operating_cost_daily,gross_margin_pct,inventory_value_today,cash_in_register,high_value_transaction
2022-07-06,2,7,3,27,18,0,0,summer,5,15,661.96,44.13,62.02,0.0,0,1,0,6,119.15,661.96,cash,sale,0,new,young_adult,M,0,0.7,0.0,0.0,4.58,walk_in,budget,food,5,3,2,0,2,1,1,0,20.0,53.9,28.4,1,5,1,5,7.4,1.0,13,72,0,199,0,sunny,35.6,0,0,0,0,1,0,0,0,15470.9,5,60.1,6189.0,19.1,686423.0,71676.0,0
2022-07-06,2,7,3,27,20,0,0,summer,5,7,385.71,55.1,100.36,32.8,1,1,414,3,69.43,259.35,cash,sale,1,returning,young_adult,F,155,2.3,88.64,2535.0,3.96,walk_in,premium,food,5,3,2,1,1,1,2,1,42.9,21.6,61.7,4,4,1,4,5.4,8.0,16,34,0,159,0,stormy,40.0,0,0,0,0,1,0,0,0,24317.19,26,76.2,4662.0,40.2,348947.0,72493.0,0
2022-07-06,2,7,3,27,11,0,0,summer,5,9,785.94,87.33,147.61,0.0,0,1,182,7,141.47,785.94,cash,sale,1,loyal,adult,M,12,7.2,83.81,7325.0,7.32,walk_in,budget,food,3,7,1,0,0,0,2,0,77.8,44.1,36.3,3,4,0,5,6.7,4.0,61,229,0,207,0,sunny,38.2,0,1,0,0,1,0,0,0,16372.06,47,55.2,5805.0,21.2,488578.0,47340.0,0
2022-07-06,2,7,3,27,16,0,0,summer,5,17,1808.92,106.41,109.01,8.5,1,0,142,18,325.61,1655.3,cash,sale,1,loyal,young_adult,F,72,5.9,47.88,3438.0,0.32,walk_in,regular,beauty,5,3,2,1,1,0,2,0,17.6,59.8,32.7,4,0,5,5,0.0,15.0,23,30,0,184,0,cloudy,38.5,0,0,0,0,1,0,0,0,4751.8,19,15.4,7086.0,34.9,549181.0,28841.0,1
2022-07-07,3,7,3,27,12,0,0,summer,6,7,350.73,50.1,58.18,0.0,0,0,0,3,63.13,350.73,cash,sale,1,new,adult,F,0,0.3,0.0,0.0,6.76,friend,regular,food,5,1,1,0,1,1,2,0,14.3,36.2,49.0,3,4,0,6,6.2,15.0,63,43,0,215,0,sunny,33.2,0,0,0,0,1,0,0,0,6524.01,35,18.5,4980.0,36.8,513172.0,54493.0,0
2022-07-07,3,7,3,27,17,0,0,summer,6,16,1258.67,78.67,150.05,17.1,1,0,343,12,226.56,1043.65,cash,sale,0,loyal,adult,F,452,9.3,100.21,11284.0,4.0,search,regular,toys,5,2,1,0,1,1,2,2,12.5,73.8,14.0,1,2,4,5,6.2,1.0,55,44,1,114,0,sunny,34.7,0,0,0,0,1,0,0,0,2743.23,31,10.7,6261.0,31.5,698821.0,54214.0,1
2022-07-07,3,7,3,27,14,0,0,summer,6,17,6869.6,404.09,494.3,0.0,0,0,452,68,1236.53,6869.6,card,sale,1,returning,young_adult,F,147,1.5,185.42,3523.0,7.96,walk_in,regular,electronics,4,0,1,2,1,0,0,1,0.0,56.7,30.8,2,6,5,8,6.3,8.0,14,90,0,182,0,cloudy,37.7,0,0,0,0,1,0,0,0,19673.33,10,74.9,7547.0,14.1,641704.0,74724.0,1
2022-07-07,3,7,3,27,10,0,0,summer,6,13,7221.34,555.49,1196.29,0.0,0,0,441,72,1299.84,7221.34,upi,sale,1,vip,adult,F,991,9.8,166.23,19715.0,5.11,social,regular,electronics,3,1,2,3,0,0,0,0,7.7,52.5,32.1,4,7,4,2,2.6,13.0,15,256,0,219,0,sunny,41.2,0,0,0,0,1,0,0,1,14061.42,13,54.3,7192.0,10.6,208587.0,55550.0,1
2022-07-07,3,7,3,27,12,0,0,summer,6,2,519.61,259.8,451.2,29.1,1,0,0,5,93.53,368.62,card,sale,1,new,adult,M,0,0.3,0.0,0.0,5.65,social,budget,beauty,5,3,0,1,1,0,2,1,100.0,33.5,50.3,1,6,0,8,3.7,7.0,15,50,0,218,0,sunny,41.2,0,0,0,0,1,0,0,0,26833.83,20,84.1,4651.0,23.8,417854.0,24324.0,0
2022-07-07,3,7,3,27,15,0,0,summer,6,17,850.76,50.04,56.49,0.0,0,0,423,8,153.14,850.76,upi,sale,1,loyal,adult,F,485,6.2,103.95,7838.0,4.01,friend,budget,food,5,6,1,1,0,1,2,0,35.3,48.9,38.8,1,3,1,5,1.1,13.0,49,281,0,239,0,sunny,33.8,0,0,0,0,1,0,0,0,8866.4,11,29.4,4191.0,34.6,750129.0,62510.0,1
2022-07-07,3,7,3,27,18,0,0,summer,6,9,3292.39,365.82,888.06,0.0,0,0,194,32,592.63,3292.39,card,sale,0,vip,adult,M,276,17.6,222.77,47272.0,5.93,walk_in,budget,home,5,2,1,0,2,1,1,0,22.2,34.2,53.2,3,1,2,8,5.0,18.0,55,33,0,154,1,rainy,30.1,0,0,0,0,1,0,0,0,19652.99,10,58.7,6207.0,18.8,678114.0,48912.0,1
2022-07-08,4,7,3,27,9,0,0,summer,7,5,548.85,109.77,247.81,0.0,0,0,401,5,98.79,548.85,upi,sale,0,loyal,senior,M,52,9.7,40.34,4736.0,,friend,budget,food,5,5,2,0,2,0,2,1,100.0,68.5,14.6,2,7,1,5,6.1,8.0,18,128,0,210,0,sunny,33.3,0,0,0,0,1,0,0,0,5049.55,10,25.0,5276.0,21.6,732492.0,69073.0,0
2022-07-08,4,7,3,27,20,0,0,summer,7,9,1454.22,161.58,316.44,0.0,0,0,120,14,261.76,1454.22,card,sale,1,loyal,teen,F,160,7.7,35.01,3270.0,1.83,walk_in,premium,beauty,5,2,1,1,2,0,2,0,22.2,48.3,38.8,1,6,0,7,4.6,6.0,13,88,0,137,1,sunny,34.8,0,0,0,0,1,0,0,0,13773.34,38,45.0,5449.0,44.4,315167.0,29576.0,1
2022-07-08,4,7,3,27,16,0,0,summer,7,8,2246.77,280.85,594.93,9.2,1,0,280,22,404.42,2039.07,card,sale,0,returning,adult,M,180,2.5,44.65,1384.0,0.92,friend,regular,electronics,4,3,0,3,0,1,2,0,37.5,72.8,14.9,4,3,1,6,,1.0,57,122,0,179,0,cloudy,33.1,0,0,0,0,1,0,0,1,17363.85,47,46.4,7361.0,13.2,542319.0,19792.0,1
